Line,Pada,Meter,MP1,MP2,MP3,MP4,MP5,MP6,MP7,MP8
1.017.09a,a,G,L,H,H,H,L,H,L,L
1.017.09b,b,G,H,H,L,L,L,H,L,H
1.017.09c,c,G,H,L,H,H,L,H,L,L
1.018.02a,a,G,H,H,H,H,L,H,L,H
1.018.02b,b,G,L,L,H,H,L,H,L,L
1.018.02c,c,G,L,H,L,H,L,H,L,L
1.018.03a,a,G,H,H,H,H,L,L,L,H
1.018.03b,b,G,H,H,L,H,H,L,H,L
1.018.03c,c,G,H,H,H,H,L,H,L,H
1.018.04a,a,G,L,H,H,H,L,H,L,L
1.018.04b,b,G,L,H,H,H,L,H,L,L
1.018.04c,c,G,H,H,L,H,L,H,L,L
1.018.05a,a,G,L,H,H,H,L,H,L,H
1.018.05b,b,G,H,L,H,H,L,H,L,L
1.018.05c,c,G,H,L,H,H,L,H,L,L
1.018.06a,a,G,L,L,H,L,L,H,L,L
1.018.06b,b,G,L,L,H,H,L,H,L,L
1.018.06c,c,G,L,H,H,H,L,H,L,L
1.018.07a,a,G,H,H,L,H,L,H,L,L
1.018.07b,b,G,H,H,L,H,L,H,L,L
1.018.07c,c,G,L,H,H,H,L,H,L,L
1.018.08a,a,G,H,H,H,L,L,H,L,L
1.018.08b,b,G,H,H,L,H,L,H,L,L
1.018.08c,c,G,H,H,H,H,L,L,L,L
1.018.09a,a,G,L,H,H,H,L,H,L,L
1.018.09b,b,G,L,H,H,H,L,H,L,L
1.018.09c,c,G,L,H,L,H,L,L,L,L
1.019.01a,a,G,L,L,H,H,L,H,L,L
1.019.01b,b,G,H,H,H,L,L,H,L,H
1.019.01c,c,G,L,H,L,H,L,H,L,L
1.019.02a,a,G,L,L,H,H,L,H,L,H
1.019.02b,b,G,L,H,L,L,L,H,L,L
1.019.02c,c,G,L,H,L,H,L,H,L,L
1.019.03a,a,G,H,L,H,L,L,H,L,L
1.019.03b,b,G,H,H,H,H,L,H,L,L
1.019.03c,c,G,L,H,L,H,L,H,L,L
1.019.04a,a,G,L,H,L,H,L,H,L,L
1.019.04b,b,G,L,H,H,H,L,H,L,H
1.019.04c,c,G,L,H,L,H,L,H,L,L
1.019.05a,a,G,H,H,H,H,L,H,L,L
1.019.05b,b,G,H,H,H,H,L,H,L,L
1.019.05c,c,G,L,H,L,H,L,H,L,L
1.019.06a,a,G,H,H,H,H,L,H,L,H
1.019.06b,b,G,L,L,H,H,L,H,L,H
1.019.06c,c,G,L,H,L,H,L,H,L,L
1.019.07a,a,G,L,H,L,H,L,H,L,H
1.019.07b,b,G,L,H,L,H,L,H,L,L
1.019.07c,c,G,L,H,L,H,L,H,L,L
1.019.08a,a,G,H,H,H,H,L,H,L,L
1.019.08b,b,G,L,H,L,H,L,H,L,H
1.019.08c,c,G,L,H,L,H,L,H,L,L
1.019.09a,a,G,L,L,H,H,L,H,L,H
1.019.09b,b,G,L,H,L,H,L,H,L,L
1.019.09c,c,G,L,H,L,H,L,H,L,L
1.020.01a,a,G,L,H,H,H,L,H,L,H
1.020.01b,b,G,H,H,H,H,L,H,L,H
1.020.01c,c,G,L,H,L,H,L,H,L,L
1.020.02a,a,G,L,H,H,L,L,H,L,H
1.020.02b,b,G,L,H,H,L,L,H,L,H
1.020.02c,c,G,L,H,H,H,L,H,L,L
1.020.03a,a,G,H,H,H,L,L,H,L,H
1.020.03b,b,G,L,H,H,H,L,H,L,L
1.020.03c,c,G,H,H,H,H,L,H,L,H
1.020.04a,a,G,L,H,H,L,L,H,L,L
1.020.04b,b,G,H,L,H,L,L,H,L,L
1.020.04c,c,G,L,L,H,H,L,H,L,L
1.020.05a,a,G,H,H,L,H,L,H,L,L
1.020.05b,b,G,H,H,L,L,L,H,L,H
1.020.05c,c,G,H,H,H,H,L,H,L,L
1.020.06a,a,G,L,L,H,L,L,H,L,L
1.020.06b,b,G,H,H,H,H,L,H,L,L
1.020.06c,c,G,L,H,L,L,L,H,L,L
1.020.07a,a,G,H,H,H,H,L,H,L,L
1.020.07b,b,G,L,H,H,H,L,H,L,H
1.020.07c,c,G,H,L,H,H,L,H,L,L
1.020.08a,a,G,L,H,L,H,L,H,L,H
1.020.08b,b,G,L,L,H,L,L,H,L,H
1.020.08c,c,G,H,H,H,H,L,H,L,L
1.021.01a,a,G,L,H,H,L,L,L,L,H
1.021.01b,b,G,L,H,H,H,L,H,L,L
1.021.01c,c,G,H,H,H,H,L,H,L,H
1.021.02a,a,G,H,H,H,L,L,H,L,L
1.021.02b,b,G,H,H,H,H,L,H,L,L
1.021.02c,c,G,H,H,H,H,L,H,L,L
1.021.03a,a,G,H,H,H,L,L,H,L,L
1.021.03b,b,G,H,H,H,H,L,H,L,H
1.021.03c,c,G,H,L,H,H,L,H,L,H
1.021.04a,a,G,H,H,H,H,L,H,L,L
1.021.04b,b,G,L,H,H,L,L,H,L,L
1.021.04c,c,G,H,H,L,H,L,L,L,H
1.021.05a,a,G,H,L,H,H,L,H,L,H
1.021.05b,b,G,H,H,H,H,L,H,L,L
1.021.05c,c,G,H,L,H,H,L,H,L,L
1.021.06a,a,G,H,L,H,H,L,H,L,L
1.021.06b,b,G,L,L,L,H,L,H,L,H
1.021.06c,c,G,H,H,H,H,L,L,L,L
1.022.01a,a,G,H,H,L,H,L,H,L,L
1.022.01b,b,G,H,L,H,H,L,L,L,H
1.022.01c,c,G,H,L,H,H,L,H,L,H
1.022.02a,a,G,H,L,L,H,L,H,L,L
1.022.02b,b,G,L,H,H,H,L,H,L,H
1.022.02c,c,G,H,L,H,H,L,H,L,H
1.022.03a,a,G,H,H,L,H,L,L,L,H
1.022.03b,b,G,H,L,H,H,L,H,L,H
1.022.03c,c,G,L,H,H,H,L,H,L,L
1.022.04a,a,G,L,L,H,H,L,H,L,H
1.022.04b,b,G,H,H,L,H,L,L,L,L
1.022.04c,c,G,H,L,H,H,L,H,L,L
1.022.05a,a,G,L,H,L,H,L,H,L,H
1.022.05b,b,G,L,L,H,L,L,L,L,H
1.022.05c,c,G,L,H,H,H,L,H,L,L
1.022.06a,a,G,L,H,L,H,L,L,L,H
1.022.06b,b,G,L,L,H,L,L,L,L,L
1.022.06c,c,G,H,L,L,H,L,H,L,L
1.022.07a,a,G,L,H,H,H,L,H,L,H
1.022.07b,b,G,L,H,H,H,L,H,L,L
1.022.07c,c,G,L,L,H,H,L,H,L,L
1.022.08a,a,G,L,H,L,H,L,H,L,L
1.022.08b,b,G,L,L,H,H,L,H,L,L
1.022.08c,c,G,H,H,H,H,L,H,L,L
1.022.09a,a,G,H,H,H,H,L,H,L,L
1.022.09b,b,G,H,H,H,L,L,H,L,L
1.022.09c,c,G,H,H,H,H,L,H,L,H
1.022.10a,a,G,H,L,H,L,L,H,L,H
1.022.10b,b,G,H,H,L,H,L,H,L,H
1.022.10c,c,G,L,H,H,L,L,H,L,L
1.022.11a,a,G,L,L,H,H,H,L,L,H
1.022.11b,b,G,L,H,H,L,H,L,H,H
1.022.11c,c,G,L,H,L,H,H,L,H,H
1.022.12a,a,G,L,H,H,H,L,L,L,H
1.022.12b,b,G,L,L,H,H,L,H,L,H
1.022.12c,c,G,H,H,H,H,L,H,L,H
1.022.13a,a,G,L,H,H,L,L,H,L,L
1.022.13b,b,G,L,H,H,H,L,H,L,H
1.022.13c,c,G,L,L,H,H,L,H,L,L
1.022.14a,a,G,L,H,H,L,L,H,L,H
1.022.14b,b,G,H,H,L,H,L,H,L,L
1.022.14c,c,G,H,H,H,L,L,H,L,H
1.022.15a,a,G,L,H,H,L,L,L,L,L
1.022.15b,b,G,L,H,L,H,L,H,L,H
1.022.15c,c,G,L,H,H,H,L,H,L,L
1.022.16a,a,G,L,H,H,L,L,H,L,H
1.022.16b,b,G,L,H,H,H,L,H,L,H
1.022.16c,c,G,L,H,H,H,L,H,L,L
1.022.18a,a,G,H,L,L,H,L,H,L,H
1.022.18b,b,G,H,H,H,L,L,H,L,L
1.022.18c,c,G,L,H,H,H,L,H,L,L
1.022.19a,a,G,H,H,H,H,L,H,L,L
1.022.19b,b,G,L,H,L,H,L,H,L,H
1.022.19c,c,G,H,H,L,L,L,H,L,H
1.022.20a,a,G,H,H,H,L,L,H,L,L
1.022.20b,b,G,L,H,H,H,L,H,L,L
1.022.20c,c,G,L,H,L,H,L,H,L,L
1.022.21a,a,G,H,H,H,H,L,H,L,H
1.022.21b,b,G,H,L,H,H,L,H,L,H
1.022.21c,c,G,H,H,H,L,L,H,L,L
1.023.01a,a,G,H,H,H,H,L,H,L,L
1.023.01b,b,G,H,H,H,H,L,L,L,H
1.023.01c,c,G,H,H,H,H,L,H,L,L
1.023.02a,a,G,L,H,H,H,L,H,L,H
1.023.02b,b,G,H,L,H,H,L,H,L,H
1.023.02c,c,G,H,L,H,H,L,H,L,H
1.023.03a,a,G,H,L,H,H,L,H,L,H
1.023.03b,b,G,H,H,L,H,L,H,L,H
1.023.03c,c,G,L,H,H,H,L,H,L,H
1.023.04a,a,G,H,H,L,H,L,H,L,H
1.023.04b,b,G,L,L,H,H,L,H,L,H
1.023.04c,c,G,H,H,H,H,L,H,L,H
1.023.05a,a,G,L,H,L,H,L,H,L,H
1.023.05b,b,G,L,H,L,H,L,H,L,H
1.023.05c,c,G,H,H,H,L,L,H,L,H
1.023.06a,a,G,L,L,H,H,L,H,L,L
1.023.06b,b,G,H,H,H,H,L,H,L,L
1.023.06c,c,G,L,L,H,H,L,H,L,L
1.023.07a,a,G,L,H,H,H,L,H,L,L
1.023.07b,b,G,H,L,H,H,L,H,L,H
1.023.07c,c,G,L,H,L,H,L,H,L,L
1.023.08a,a,G,H,H,H,H,L,H,L,H
1.023.08b,b,G,H,H,H,H,L,H,L,L
1.023.08c,c,G,H,H,L,L,L,H,L,L
1.023.09a,a,G,L,L,H,H,L,H,L,L
1.023.09b,b,G,H,H,L,L,L,H,L,H
1.023.09c,c,G,H,H,H,H,L,H,L,L
1.023.10a,a,G,H,H,H,H,L,H,L,H
1.023.10b,b,G,L,L,H,H,L,H,L,H
1.023.10c,c,G,H,H,L,H,L,H,L,L
1.023.11a,a,G,L,L,H,L,L,H,L,L
1.023.11b,b,G,L,L,H,H,L,H,L,H
1.023.11c,c,G,H,L,H,H,L,H,L,L
1.023.12a,a,G,H,H,H,H,L,H,L,L
1.023.12b,b,G,L,H,H,L,L,H,L,L
1.023.12c,c,G,L,L,H,H,L,H,L,L
1.023.13a,a,G,H,H,H,H,L,H,L,L
1.023.13b,b,G,H,L,H,L,L,H,L,L
1.023.13c,c,G,H,H,H,H,L,H,L,L
1.023.14a,a,G,H,H,H,H,L,H,L,L
1.023.14b,b,G,L,L,H,H,L,H,L,L
1.023.14c,c,G,L,H,H,H,L,H,L,L
1.023.15a,a,G,L,H,L,H,L,H,L,L
1.023.15b,b,G,H,H,H,L,L,H,L,L
1.023.15c,c,G,H,H,L,H,L,H,L,L
1.023.16a,a,G,H,L,H,H,L,H,L,L
1.023.16b,b,G,H,L,L,H,L,H,L,H
1.023.16c,c,G,H,L,H,L,L,H,L,L
1.023.17a,a,G,L,H,L,L,L,H,L,H
1.023.17b,b,G,H,H,H,H,L,H,L,L
1.023.17c,c,G,H,H,H,H,L,H,L,L
1.023.18a,a,G,L,H,H,H,L,L,L,H
1.023.18b,b,G,H,L,H,H,L,H,L,L
1.023.18c,c,G,H,H,H,H,L,H,L,L
1.023.20a,a,A,H,L,H,H,L,H,L,H
1.023.20b,b,A,H,H,H,H,L,H,L,H
1.023.20c,c,A,H,H,L,H,L,H,L,L
1.023.20d,d,A,H,H,L,H,L,H,L,H
1.023.21a,a,G,H,H,L,H,L,H,L,L
1.023.21b,b,G,L,H,H,L,L,H,L,L
1.023.21c,c,G,L,H,L,H,L,H,L,H
1.023.22a,a,A,L,L,H,H,L,L,L,L
1.023.22b,b,A,H,H,L,L,L,H,L,L
1.023.22c,c,A,H,H,L,L,L,H,H,L
1.023.22d,d,A,H,H,H,L,L,H,L,L
1.023.23a,a,A,H,L,H,H,L,H,L,L
1.023.23b,b,A,L,H,L,L,L,H,L,L
1.023.23c,c,A,L,H,H,H,L,H,L,L
1.023.23d,d,A,H,H,H,L,L,H,L,H
1.024.04a,a,G,H,H,L,L,H,H,L,L
1.024.04b,b,G,L,L,H,H,L,H,L,L
1.024.04c,c,G,H,H,H,H,L,H,L,H
1.024.05a,a,G,L,L,H,H,L,H,L,L
1.024.05b,b,G,L,L,H,L,L,H,L,H
1.024.05c,c,G,H,H,H,H,L,H,L,H
1.025.01a,a,G,H,H,L,H,L,H,L,H
1.025.01b,b,G,L,H,L,L,L,L,L,L
1.025.01c,c,G,L,H,L,L,L,H,L,L
1.025.02a,a,G,H,H,L,H,L,H,L,H
1.025.02b,b,G,L,H,H,H,L,H,L,L
1.025.02c,c,G,H,L,H,H,L,H,L,H
1.025.03a,a,G,L,H,H,H,L,H,L,H
1.025.03b,b,G,L,H,H,H,L,H,L,L
1.025.03c,c,G,H,H,L,L,L,H,L,L
1.025.05a,a,G,L,H,H,H,L,H,L,L
1.025.05b,b,G,H,L,L,H,L,H,L,H
1.025.05c,c,G,H,H,H,H,L,H,L,L
1.025.06a,a,G,L,H,L,H,L,H,L,H
1.025.06b,b,G,H,H,H,L,L,L,L,L
1.025.06c,c,G,L,H,L,H,L,H,L,H
1.025.08a,a,G,H,L,H,H,L,H,L,H
1.025.08b,b,G,L,H,L,L,L,H,L,L
1.025.08c,c,G,H,H,L,L,L,H,L,H
1.025.09a,a,G,H,L,H,H,L,H,L,L
1.025.09b,b,G,L,H,H,H,L,L,L,L
1.025.09c,c,G,H,H,H,L,L,H,L,H
1.025.10a,a,G,L,L,H,L,L,H,L,H
1.025.10b,b,G,L,L,H,H,L,H,L,H
1.025.10c,c,G,H,H,L,H,L,H,L,L
1.025.11a,a,G,L,H,H,H,L,H,L,H
1.025.11b,b,G,L,H,H,L,L,H,L,L
1.025.11c,c,G,L,H,L,H,L,H,L,H
1.025.12a,a,G,L,H,H,H,H,H,L,L
1.025.12b,b,G,H,H,H,L,L,H,L,L
1.025.12c,c,G,L,L,H,H,L,H,L,L
1.025.13a,a,G,H,H,H,H,L,H,L,L
1.025.13b,b,G,L,L,H,H,L,H,L,L
1.025.13c,c,G,L,L,L,H,L,H,L,H
1.025.15a,a,G,L,L,H,H,L,H,L,H
1.025.15b,b,G,L,H,H,H,L,H,L,H
1.025.15c,c,G,H,H,L,L,L,H,L,H
1.025.16a,a,G,L,H,H,H,L,H,L,H
1.025.16b,b,G,H,H,L,H,H,H,L,L
1.025.16c,c,G,L,H,H,L,L,H,L,L
1.025.17a,a,G,H,L,H,H,L,H,L,L
1.025.17b,b,G,L,H,H,L,L,H,L,L
1.025.17c,c,G,H,H,L,L,L,H,L,L
1.025.18a,a,G,H,H,L,H,L,H,L,L
1.025.18b,b,G,H,H,L,L,L,L,L,L
1.025.18c,c,G,H,H,L,L,L,H,L,L
1.025.19a,a,G,L,H,H,L,L,L,L,H
1.025.19b,b,G,L,L,H,H,L,H,L,L
1.025.19c,c,G,L,H,L,H,L,H,L,H
1.025.20a,a,G,L,H,H,H,L,H,L,L
1.025.20b,b,G,L,H,L,H,L,H,L,L
1.025.20c,c,G,L,H,L,L,L,L,L,L
1.025.21a,a,G,L,H,L,H,L,H,L,H
1.025.21b,b,G,L,H,H,H,L,H,L,L
1.025.21c,c,G,L,H,L,H,L,H,L,H
1.026.02a,a,G,L,H,H,H,L,H,L,L
1.026.02b,b,G,L,H,L,H,L,H,L,L
1.026.02c,c,G,H,H,L,H,L,H,L,L
1.026.03a,a,G,H,L,H,H,L,H,L,H
1.026.03b,b,G,H,H,L,L,L,H,L,H
1.026.03c,c,G,L,H,H,H,L,H,L,L
1.026.04a,a,G,H,H,H,H,L,H,L,H
1.026.04b,b,G,L,L,H,H,H,H,L,H
1.026.04c,c,G,H,H,L,L,L,H,L,H
1.026.05a,a,G,H,L,L,H,L,H,L,H
1.026.05b,b,G,H,H,L,L,L,H,L,L
1.026.05c,c,G,L,L,L,L,L,H,L,L
1.026.06a,a,G,H,H,L,H,L,H,L,H
1.026.06b,b,G,H,H,H,H,L,H,L,H
1.026.06c,c,G,L,H,H,H,L,H,L,L
1.026.07a,a,G,L,H,L,H,L,H,L,L
1.026.07b,b,G,H,H,H,H,L,H,L,L
1.026.07c,c,G,L,H,L,H,L,H,L,L
1.026.08a,a,G,L,H,L,H,L,H,L,L
1.026.08b,b,G,H,H,H,L,L,H,L,L
1.026.08c,c,G,L,H,L,H,L,H,L,H
1.026.10a,a,G,H,H,L,H,L,H,L,L
1.026.10b,b,G,L,H,H,L,L,H,L,L
1.026.10c,c,G,L,H,H,L,L,H,L,H
1.027.01a,a,G,H,H,L,H,H,L,H,L
1.027.01b,b,G,H,H,L,H,H,L,H,L
1.027.01c,c,G,H,H,H,L,H,L,H,H
1.027.02a,a,G,L,H,H,H,H,L,L,H
1.027.02b,b,G,L,H,L,H,H,L,H,L
1.027.02c,c,G,H,H,H,H,H,L,H,H
1.027.04a,a,G,L,L,H,L,L,H,H,L
1.027.04b,b,G,L,H,H,H,H,H,H,L
1.027.04c,c,G,H,H,H,H,L,L,H,L
1.027.05a,a,G,H,H,L,L,L,L,H,L
1.027.05b,b,G,H,H,H,L,H,L,H,L
1.027.05c,c,G,H,H,H,H,H,L,H,L
1.027.06a,a,G,L,H,H,L,H,L,H,H
1.027.06b,b,G,H,H,H,L,L,H,L,H
1.027.06c,c,G,H,H,H,L,H,L,L,L
1.027.07a,a,G,L,H,H,H,L,H,L,L
1.027.07b,b,G,L,H,H,H,L,H,L,H
1.027.07c,c,G,L,H,H,H,L,H,L,L
1.027.08a,a,G,L,L,H,L,L,H,L,L
1.027.08b,b,G,L,L,H,H,L,H,L,L
1.027.08c,c,G,H,L,H,L,L,H,L,L
1.027.09a,a,G,L,H,H,H,L,H,L,L
1.027.09b,b,G,H,H,L,H,L,L,L,H
1.027.09c,c,G,H,H,L,H,L,L,L,H
1.027.10a,a,G,L,H,H,L,H,L,H,L
1.027.10b,b,G,L,H,L,H,H,L,H,L
1.027.10c,c,G,H,H,H,H,L,L,H,L
1.027.11a,a,G,L,H,L,H,L,L,H,H
1.027.11b,b,G,H,L,H,H,L,H,H,L
1.027.11c,c,G,L,H,H,H,L,H,L,L
1.027.12a,a,G,L,H,H,L,L,H,L,L
1.027.12b,b,G,H,H,H,H,L,H,L,L
1.027.12c,c,G,H,H,H,H,L,H,H,L
1.028.05a,a,A,H,H,L,H,L,H,L,L
1.028.05b,b,A,L,H,L,L,L,H,L,H
1.028.05c,c,A,L,L,L,H,L,H,L,L
1.028.05d,d,A,L,L,H,L,L,H,L,L
1.028.06a,a,A,L,L,L,H,L,H,L,H
1.028.06b,b,A,H,H,L,H,L,H,L,L
1.028.06c,c,A,L,H,H,H,L,H,L,H
1.028.06d,d,A,L,L,H,L,L,H,L,L
1.028.07a,a,G,H,L,H,H,L,H,L,H
1.028.07b,b,G,H,L,H,H,L,H,L,L
1.028.07c,c,G,L,H,H,H,L,H,L,H
1.028.08a,a,G,H,L,H,L,L,H,L,H
1.028.08b,b,G,H,H,H,H,H,H,L,L
1.028.08c,c,G,H,H,L,L,L,H,L,L
1.028.09a,a,G,H,H,H,L,L,H,L,L
1.028.09b,b,G,H,H,L,H,L,H,L,L
1.028.09c,c,G,L,H,L,H,L,L,L,L
1.030.01a,a,G,H,L,H,H,L,H,L,H
1.030.01b,b,G,H,L,H,H,L,H,L,L
1.030.01c,c,G,H,H,H,H,L,H,L,L
1.030.03a,a,G,H,H,L,H,L,H,L,L
1.030.03b,b,G,H,H,L,H,L,L,L,H
1.030.03c,c,G,L,H,H,L,L,H,L,H
1.030.04a,a,G,L,L,L,H,L,L,L,L
1.030.04b,b,G,L,H,L,L,L,H,L,L
1.030.04c,c,G,L,H,H,H,L,H,L,H
1.030.06a,a,G,H,H,H,H,L,H,L,H
1.030.06b,b,G,H,H,H,H,L,H,L,H
1.030.06c,c,G,L,H,H,L,L,H,L,H
1.030.07a,a,G,H,H,H,H,L,H,L,L
1.030.07b,b,G,H,H,H,H,L,H,L,H
1.030.07c,c,G,L,H,L,H,L,H,L,H
1.030.08a,a,G,H,H,L,H,L,L,L,L
1.030.08b,b,G,L,H,L,H,L,H,L,L
1.030.08c,c,G,H,H,L,L,L,H,L,L
1.030.09a,a,G,L,L,H,H,L,H,L,H
1.030.09b,b,G,L,H,L,H,L,H,L,L
1.030.09c,c,G,H,H,H,H,L,H,L,H
1.030.10a,a,G,H,H,L,H,H,L,H,L
1.030.10b,b,G,H,H,L,H,L,L,H,L
1.030.10c,c,G,L,H,L,H,L,L,H,L
1.030.12a,a,G,L,H,L,H,L,H,L,H
1.030.12b,b,G,L,H,H,H,L,H,L,L
1.030.12c,c,G,L,H,L,H,L,H,L,H
1.030.13a,a,G,H,L,H,H,L,L,H,L
1.030.13b,b,G,H,H,H,L,L,L,H,H
1.030.13c,c,G,L,H,H,H,H,L,H,L
1.030.14a,a,G,H,L,H,H,L,H,H,L
1.030.14b,b,G,H,H,H,H,L,L,H,L
1.030.14c,c,G,L,H,H,H,L,H,L,H
1.030.17a,a,G,L,H,L,H,H,H,H,H
1.030.17b,b,G,L,H,H,H,L,H,L,H
1.030.17c,c,G,H,H,H,H,L,H,L,L
1.030.18a,a,G,L,H,L,H,L,H,L,H
1.030.18b,b,G,L,H,H,H,L,H,L,L
1.030.18c,c,G,L,H,H,H,L,H,L,H
1.030.19a,a,G,L,H,L,H,L,H,L,L
1.030.19b,b,G,H,H,L,H,L,H,L,L
1.030.19c,c,G,L,L,H,H,L,H,L,H
1.030.20a,a,G,H,L,L,H,L,H,L,H
1.030.20b,b,G,L,H,H,L,L,H,L,H
1.030.20c,c,G,H,H,L,H,L,H,L,L
1.030.22a,a,G,L,H,L,H,L,H,L,L
1.030.22b,b,G,H,H,H,L,L,H,L,L
1.030.22c,c,G,H,H,L,H,L,H,L,L
1.037.01a,a,G,H,H,H,H,H,H,L,L
1.037.01b,b,G,L,H,H,H,L,H,L,L
1.037.01c,c,G,H,L,L,L,L,H,L,L
1.037.02a,a,G,H,L,L,H,L,H,L,L
1.037.02b,b,G,H,H,H,H,L,H,L,L
1.037.02c,c,G,L,H,H,L,L,H,L,L
1.037.04a,a,G,L,H,H,H,L,H,L,H
1.037.04b,b,G,H,H,H,H,L,H,L,H
1.037.04c,c,G,H,H,H,H,L,H,L,L
1.037.05a,a,G,L,H,H,H,L,H,L,L
1.037.05b,b,G,H,H,H,H,H,H,L,L
1.037.05c,c,G,H,H,L,H,L,H,L,H
1.037.06a,a,G,H,H,H,H,L,H,L,H
1.037.06b,b,G,L,H,L,H,L,H,L,L
1.037.06c,c,G,H,H,H,H,L,H,L,L
1.037.07a,a,G,L,H,H,H,L,H,L,H
1.037.07b,b,G,H,L,H,H,L,H,L,H
1.037.07c,c,G,L,H,L,H,L,H,L,L
1.037.08a,a,G,H,H,H,H,L,L,L,H
1.037.08b,b,G,L,H,H,L,L,H,L,L
1.037.08c,c,G,L,H,H,H,L,H,L,H
1.037.10a,a,G,L,L,H,H,L,H,L,L
1.037.10b,b,G,H,L,H,H,L,H,L,L
1.037.10c,c,G,H,L,L,H,L,H,L,H
1.037.11a,a,G,L,H,H,H,H,H,L,L
1.037.11b,b,G,L,H,L,H,L,L,H,L
1.037.11c,c,G,L,H,L,H,L,H,L,L
1.037.12a,a,G,L,L,H,H,L,H,L,L
1.037.12b,b,G,L,H,L,H,L,H,L,L
1.037.12c,c,G,L,H,L,H,L,H,L,L
1.037.14a,a,G,L,H,L,H,L,H,L,L
1.037.14b,b,G,H,L,H,H,L,H,L,L
1.037.14c,c,G,H,H,L,H,L,H,L,H
1.038.01a,a,G,H,L,H,H,L,H,L,L
1.038.01b,b,G,L,H,H,H,L,H,L,H
1.038.01c,c,G,L,H,H,H,L,H,L,L
1.038.02a,a,G,L,L,H,H,H,H,H,L
1.038.02b,b,G,H,H,L,H,L,L,H,H
1.038.02c,c,G,L,H,H,H,L,H,H,L
1.038.03a,a,G,L,L,H,H,H,H,H,L
1.038.03b,b,G,L,L,H,L,L,L,L,H
1.038.03c,c,G,L,H,H,H,L,H,L,H
1.038.04a,a,G,H,H,H,H,L,H,L,H
1.038.04b,b,G,H,L,H,L,L,H,L,L
1.038.04c,c,G,H,H,L,L,L,H,L,H
1.038.05a,a,G,H,H,L,H,L,L,L,H
1.038.05b,b,G,L,L,H,H,L,H,L,L
1.038.05c,c,G,L,H,L,H,L,H,L,L
1.038.06a,a,G,H,H,L,H,L,H,L,H
1.038.06b,b,G,L,L,H,H,L,H,L,H
1.038.06c,c,G,L,H,L,H,L,H,L,L
1.038.07a,a,G,H,H,H,L,L,L,H,H
1.038.07b,b,G,H,H,L,H,H,L,H,L
1.038.07c,c,G,L,H,H,H,L,L,H,H
1.038.08a,a,G,H,H,L,H,H,L,H,L
1.038.08b,b,G,H,H,L,H,H,L,H,L
1.038.08c,c,G,L,H,H,H,L,L,H,L
1.038.09a,a,G,L,H,H,L,H,H,H,L
1.038.09b,b,G,H,H,H,H,L,H,H,L
1.038.09c,c,G,H,L,L,H,L,H,H,L
1.038.11a,a,G,L,L,H,H,L,H,L,L
1.038.11b,b,G,H,H,H,H,L,H,L,L
1.038.11c,c,G,H,H,L,H,L,H,L,L
1.038.13a,a,G,L,H,L,H,L,H,L,H
1.038.13b,b,G,L,H,H,H,L,H,L,L
1.038.13c,c,G,H,H,H,H,L,H,L,L
1.038.14a,a,G,L,H,L,H,L,H,L,H
1.038.14b,b,G,H,H,L,L,L,L,L,L
1.038.14c,c,G,H,L,H,H,L,H,L,L
1.038.15a,a,G,H,H,L,H,L,H,L,L
1.038.15b,b,G,H,H,L,H,L,H,L,L
1.038.15c,c,G,H,H,H,L,L,H,L,L
1.041.01a,a,G,H,H,H,L,L,H,L,H
1.041.01b,b,G,L,L,H,H,H,H,L,H
1.041.01c,c,G,H,H,L,H,L,H,L,L
1.041.04a,a,G,L,H,H,L,L,H,L,L
1.041.04b,b,G,H,H,H,L,L,H,L,H
1.041.04c,c,G,H,H,L,H,H,H,L,L
1.041.05a,a,G,H,H,H,L,L,H,L,L
1.041.05b,b,G,H,H,L,L,L,H,L,H
1.041.05c,c,G,L,H,L,H,L,H,L,L
1.041.06a,a,G,L,H,H,H,L,H,L,L
1.041.06b,b,G,H,H,H,L,L,L,L,H
1.041.06c,c,G,L,H,L,L,L,H,L,L
1.041.07a,a,G,L,H,H,H,L,L,H,L
1.041.07b,b,G,H,H,H,H,L,H,H,L
1.041.07c,c,G,L,L,L,H,L,L,H,L
1.041.08a,a,G,H,H,H,H,H,L,H,L
1.041.08b,b,G,L,L,H,H,H,L,H,L
1.041.08c,c,G,H,H,H,L,H,L,H,H
1.042.01a,a,G,H,H,H,H,L,H,L,L
1.042.01b,b,G,L,H,H,L,L,H,L,H
1.042.01c,c,G,H,H,H,L,L,H,L,L
1.042.02a,a,G,H,H,H,H,L,H,L,H
1.042.02b,b,G,H,H,L,H,L,H,L,L
1.042.02c,c,G,L,L,L,H,L,H,L,L
1.042.03a,a,G,L,L,H,L,L,H,L,L
1.042.03b,b,G,L,H,H,H,L,H,L,L
1.042.03c,c,G,H,L,L,L,L,H,L,L
1.042.04a,a,G,L,H,H,L,L,H,L,H
1.042.04b,b,G,L,L,H,H,L,H,L,L
1.042.04c,c,G,L,H,L,H,L,L,L,L
1.042.05a,a,G,H,H,H,H,L,H,L,L
1.042.05b,b,G,H,H,L,H,L,H,L,H
1.042.05c,c,G,H,L,L,H,L,H,L,L
1.042.06a,a,G,L,H,H,H,L,H,L,L
1.042.06b,b,G,L,H,L,H,H,H,L,L
1.042.06c,c,G,L,H,L,L,L,H,L,L
1.042.07a,a,G,L,L,H,H,L,H,L,L
